Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Negotiable
Taurus,Khobar,Ford,Automatic,Saudi,Standard,2020,2.0,32151,True
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2021,1.4,6000,True
ES,Jeddah,Lexus,Automatic,Saudi,Full,2014,2.5,27000,True
Innova,Riyadh,Toyota,Manual,Gulf Arabic,Full,2008,2.7,489181,True
Land Cruiser 70,Tabouk,Toyota,Manual,Gulf Arabic,Semi Full,2013,1.0,150,True
Impala,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2015,1.6,126000,True
E,Qassim,Mercedes,Automatic,Other,Full,2016,3.2,106642,True
Camaro,Tabouk,Chevrolet,Automatic,Other,Full,2010,6.2,247000,True
Land Cruiser Pickup,Tabouk,Toyota,Manual,Gulf Arabic,Full,2014,4.0,410,True
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2018,1.6,98041,True
Furniture,Riyadh,Toyota,Automatic,Saudi,Standard,2008,2.7,425000,True
Land Cruiser,Aseer,Toyota,Manual,Saudi,Standard,2008,4.6,280,True
Victoria,Riyadh,Ford,Automatic,Other,Full,2011,4.6,250000,True
Ciocca,Dammam,Toyota,Automatic,Saudi,Semi Full,2015,5.7,255,True
Datsun,Arar,Nissan,Manual,Saudi,Full,2016,1.2,60000,True
Hilux,Yanbu,Toyota,Manual,Saudi,Full,2016,2.7,89000,True
POS24,Riyadh,Mercedes,Manual,Other,Standard,1982,2.4,100000,True
Land Cruiser,Al-Jouf,Toyota,Automatic,Saudi,Full,2015,4.6,213000,True
Tahoe,Taef,Chevrolet,Automatic,Other,Full,2007,8.0,300000,True
Focus,Dammam,Ford,Automatic,Gulf Arabic,Semi Full,2017,1.6,85000,True
Datsun,Aseer,Nissan,Manual,Saudi,Standard,2015,1.0,223000,True
Land Cruiser 70,Tabouk,Toyota,Manual,Saudi,Full,2018,4.0,70250,True
Suburban,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2015,5.3,232000,True
Tahoe,Jubail,Chevrolet,Automatic,Saudi,Full,2015,6.0,26000,True
Taurus,Riyadh,Ford,Automatic,Other,Full,2013,3.5,296000,True
Azera,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,3.0,100000,True
Suburban,Aseer,GMC,Automatic,Saudi,Semi Full,1995,5.3,307000,True
Camaro,Tabouk,Chevrolet,Automatic,Saudi,Full,2010,6.2,258,True
Hilux,Riyadh,Toyota,Manual,Saudi,Semi Full,2014,2.7,532000,True
Senta fe,Aseer,Hyundai,Automatic,Saudi,Semi Full,2016,3.3,190000,True
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2013,2.5,185000,True
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2010,2.4,298000,True
Hilux,Jazan,Toyota,Manual,Gulf Arabic,Full,1993,2.4,25000,True
Land Cruiser,Al-Baha,Toyota,Automatic,Saudi,Full,2020,4.6,7000,True
C300,Riyadh,Chrysler,Automatic,Saudi,Full,2014,5.7,195517,True
Camry,Besha,Toyota,Automatic,Saudi,Standard,2016,2.5,48000,True
Pajero,Abha,Mitsubishi,Automatic,Saudi,Full,2007,3.0,380000,True
Accord,Makkah,Honda,Automatic,Saudi,Semi Full,2007,2.4,45000,True
Elantra,Taef,Hyundai,Automatic,Saudi,Standard,2014,2.0,163000,True
FJ,Riyadh,Toyota,Automatic,Saudi,Standard,2013,4.0,260000,True
Marquis,Aseer,Ford,Automatic,Gulf Arabic,Semi Full,2005,8.0,291000,True
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2010,6.0,243,True
Optima,Dammam,Kia,Automatic,Saudi,Semi Full,2019,2.4,65000,True
Datsun,Qassim,Nissan,Manual,Unknown,Full,2012,2.4,563000,True
Furniture,Al-Medina,Toyota,Automatic,Saudi,Standard,2016,2.5,119000,True
Land Cruiser Pickup,Makkah,Toyota,Manual,Gulf Arabic,Full,2010,4.0,410,True
CX3,Riyadh,Mazda,Automatic,Saudi,Semi Full,2019,2.0,49000,True
Cadenza,Sakaka,Kia,Automatic,Saudi,Semi Full,2020,3.3,67000,True
Victoria,Riyadh,Ford,Automatic,Saudi,Standard,1999,4.6,600,True
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.6,110,True
Yukon,Al-Medina,GMC,Automatic,Saudi,Full,2016,4.0,139000,True
Explorer,Qassim,Ford,Automatic,Saudi,Standard,2005,3.5,200000,True
Charger,Hafar Al-Batin,Dodge,Automatic,Other,Standard,2017,1.5,28923,True
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2020,4.6,16000,True
Camry,Al-Medina,Toyota,Automatic,Saudi,Full,2016,2.5,162000,True
Corolla,Riyadh,Toyota,Automatic,Saudi,Full,2015,1.6,122000,True
ES,Al-Medina,Lexus,Automatic,Saudi,Semi Full,2007,3.5,300000,True
Tahoe,Al-Ahsa,Chevrolet,Automatic,Other,Full,2015,6.0,268000,True
Echo,Riyadh,Toyota,Manual,Saudi,Standard,2004,5.4,550,True
Marquis,Taef,Ford,Automatic,Saudi,Standard,2010,4.6,290,True
The 7,Riyadh,BMW,Automatic,Saudi,Standard,2010,2.0,149,True
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.4,151000,True
Silverado,Abha,Chevrolet,Automatic,Saudi,Semi Full,2012,6.0,310,True
H1,Qassim,Hyundai,Automatic,Saudi,Standard,2013,2.4,251406,True
Yukon,Dammam,GMC,Manual,Other,Standard,2007,5.3,329131,True
3,Aseer,Mazda,Automatic,Saudi,Standard,2006,2.4,334,True
Elantra,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2015,2.0,229828,True
Hilux,Al-Medina,Toyota,Automatic,Saudi,Full,2015,2.4,237,True
Camry,Riyadh,Toyota,Automatic,Unknown,Standard,2016,2.5,254000,True
Land Cruiser 70,Qassim,Toyota,Manual,Saudi,Semi Full,2011,4.0,330,True
Taurus,Taef,Ford,Automatic,Other,Full,2013,3.5,308,True
Passat,Jubail,Volkswagen,Automatic,Saudi,Semi Full,2014,2.5,262000,True
Land Cruiser 70,Qassim,Toyota,Manual,Saudi,Standard,2007,4.0,168000,True
Liberty,Jeddah,Jeep,Automatic,Other,Semi Full,2012,3.7,200000,True
Yukon,Aseer,GMC,Automatic,Saudi,Semi Full,2014,5.3,100,True
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Full,1983,6.0,600000,True
RX5,Riyadh,MG,Automatic,Saudi,Full,2018,2.0,80000,True
Navigator,Dammam,Lincoln,Automatic,Gulf Arabic,Full,2005,5.7,326000,True
Accord,Jeddah,Honda,Automatic,Saudi,Standard,2019,1.5,91000,True
Sonata,Hafar Al-Batin,Hyundai,Automatic,Saudi,Semi Full,2017,2.5,174000,True
Expedition,Najran,Ford,Automatic,Saudi,Full,2005,6.8,3005,True
GL,Riyadh,Mercedes,Manual,Saudi,Full,2014,4.6,130000,True
Land Cruiser,Aseer,Toyota,Automatic,Saudi,Full,2013,8.0,260,True
H1,Qassim,Hyundai,Automatic,Other,Standard,2016,2.4,106,True
Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2021,4.0,13000,True
APV,Dammam,Suzuki,Manual,Saudi,Standard,2016,1.6,124000,True
Victoria,Al-Baha,Ford,Automatic,Gulf Arabic,Semi Full,2001,1.8,35000,True
Edge,Hail,Ford,Automatic,Gulf Arabic,Semi Full,2014,2.5,207000,True
D-MAX,Riyadh,Isuzu,Automatic,Saudi,Semi Full,2019,3.0,86000,True
A8,Riyadh,Audi,Automatic,Saudi,Full,2013,3.0,172678,True
Azera,Taef,Hyundai,Automatic,Saudi,Full,2015,3.3,187,True
Terios,Makkah,Daihatsu,Automatic,Saudi,Semi Full,2010,1.6,248000,True
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2020,5.7,13000,True
Elantra,Al-Jouf,Hyundai,Automatic,Unknown,Standard,2016,2.0,120000,True
Centennial,Aseer,Hyundai,Automatic,Saudi,Full,2016,3.8,112000,True
Pathfinder,Riyadh,Nissan,Automatic,Unknown,Semi Full,2003,3.5,500000,True
Impala,Riyadh,Chevrolet,Automatic,Saudi,Full,2015,3.6,285000,True
Tahoe,Aseer,Chevrolet,Automatic,Saudi,Semi Full,2015,5.3,65000,True
Furniture,Aseer,Toyota,Manual,Saudi,Standard,2009,2.7,335000,True
Malibu,Qassim,Chevrolet,Automatic,Other,Full,2016,2.5,202000,True
Taurus,Riyadh,Ford,Automatic,Other,Full,2014,3.5,260,True
Suburban,Abha,GMC,Automatic,Saudi,Full,2003,5.3,415000,True
Aurion,Qassim,Toyota,Automatic,Saudi,Standard,2010,3.5,4900000,True
Cruze,Makkah,Chevrolet,Automatic,Saudi,Full,2017,1.4,119000,True
Victoria,Riyadh,Ford,Automatic,Saudi,Standard,2006,4.7,200000,True
Land Cruiser,Yanbu,Toyota,Automatic,Saudi,Standard,2011,4.7,333900,True
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Full,2013,5.3,206344,True
Prado,Al-Medina,Toyota,Automatic,Saudi,Semi Full,2016,4.0,240,True
ES,Jeddah,Lexus,Automatic,Saudi,Full,2008,3.5,260000,True
Marquis,Riyadh,Ford,Automatic,Saudi,Full,2010,4.6,200009,True
Hiace,Makkah,Toyota,Manual,Saudi,Standard,2016,1.1,208268,True
Dakota,Riyadh,Dodge,Manual,Other,Semi Full,2003,1.0,98000,True
X,Dammam,BMW,Automatic,Saudi,Full,2009,4.4,404000,True
Pajero,Dammam,Mitsubishi,Automatic,Saudi,Standard,2016,3.8,199000,True
Sierra,Jeddah,GMC,Manual,Saudi,Semi Full,1981,5.3,350,True
Malibu,Al-Medina,Chevrolet,Automatic,Saudi,Standard,2013,2.0,200,True
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2017,2.5,312000,True
Prado,Dammam,Toyota,Automatic,Saudi,Semi Full,2016,2.7,138000,True
Sonata,Taef,Hyundai,Automatic,Other,Full,2016,2.4,223,True
Expedition,Jeddah,Ford,Automatic,Saudi,Standard,2013,8.9,280000,True
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Semi Full,2011,4.6,324000,True
S,Besha,Mercedes,Automatic,Saudi,Full,2014,8.0,119,True
Other,Aseer,Isuzu,Manual,Other,Full,2015,2.5,100,True
Sonata,Makkah,Hyundai,Automatic,Saudi,Full,2013,3.1,310000,True
Corolla,Besha,Toyota,Manual,Saudi,Standard,2015,1.6,280,True
Caprice,Qassim,Chevrolet,Automatic,Other,Semi Full,2007,6.0,300,True
Taurus,Tabouk,Ford,Automatic,Saudi,Standard,2016,3.5,170000,True
Sierra,Riyadh,GMC,Automatic,Saudi,Standard,2013,5.3,137000,True
Land Cruiser Pickup,Riyadh,Toyota,Manual,Saudi,Semi Full,2016,4.6,284,True
Sierra,Tabouk,GMC,Automatic,Saudi,Full,2017,5.3,81000,True
Town Car,Jeddah,Lincoln,Automatic,Other,Full,1999,5.0,343,True
Victoria,Makkah,Ford,Automatic,Saudi,Standard,2010,4.6,345000,True
Yukon,Jubail,GMC,Automatic,Saudi,Semi Full,2006,5.3,300,True
Altima,Jeddah,Nissan,Automatic,Saudi,Semi Full,2020,2.5,58000,True
ES,Jeddah,Lexus,Automatic,Other,Full,2017,3.5,115000,True
